isotype	gene	distance	rsq
Ig	1-5_01	193	0.047619047619047616
Ig	1-5_01	194	0.012345679012345678
Ig	1-5_01	195	0.012345679012345678
Ig	1-5_01	200	0.012345679012345678
Ig	1-5_01	207	0.012345679012345678
Ig	1-5_01	5	1.0
Ig	1-5_01	25	1.0
Ig	1-5_01	58	1.0
Ig	1-5_01	131	0.11111111111111112
Ig	1-5_01	133	0.11111111111111112
Ig	1-5_01	137	0.25925925925925924
Ig	1-5_01	138	0.25925925925925924
Ig	1-5_01	156	0.44444444444444453
Ig	1-5_01	159	0.047619047619047616
Ig	1-5_01	160	0.07407407407407408
Ig	1-5_01	161	0.012345679012345678
Ig	1-5_01	162	0.012345679012345678
Ig	1-5_01	169	0.047619047619047616
Ig	1-5_01	170	0.012345679012345678
Ig	1-5_01	171	0.012345679012345678
Ig	1-5_01	176	0.012345679012345678
Ig	1-5_01	183	0.012345679012345678
Ig	1-5_01	20	1.0
Ig	1-5_01	53	1.0
Ig	1-5_01	126	0.11111111111111112
Ig	1-5_01	128	0.11111111111111112
Ig	1-5_01	132	0.25925925925925924
Ig	1-5_01	133	0.25925925925925924
Ig	1-5_01	151	0.4444444444444445
Ig	1-5_01	154	0.047619047619047616
Ig	1-5_01	155	0.07407407407407408
Ig	1-5_01	156	0.012345679012345678
Ig	1-5_01	157	0.012345679012345678
Ig	1-5_01	164	0.047619047619047616
Ig	1-5_01	165	0.012345679012345678
Ig	1-5_01	166	0.012345679012345678
Ig	1-5_01	171	0.012345679012345678
Ig	1-5_01	178	0.01234567901234568
Ig	1-5_01	33	1.0
Ig	1-5_01	106	0.11111111111111112
Ig	1-5_01	108	0.11111111111111112
Ig	1-5_01	112	0.25925925925925924
Ig	1-5_01	113	0.2592592592592592
Ig	1-5_01	131	0.4444444444444445
Ig	1-5_01	134	0.047619047619047616
Ig	1-5_01	135	0.0740740740740741
Ig	1-5_01	136	0.012345679012345678
Ig	1-5_01	137	0.01234567901234568
Ig	1-5_01	144	0.047619047619047616
Ig	1-5_01	145	0.012345679012345678
Ig	1-5_01	146	0.012345679012345678
Ig	1-5_01	151	0.012345679012345678
Ig	1-5_01	158	0.012345679012345678
Ig	1-5_01	73	0.11111111111111112
Ig	1-5_01	75	0.11111111111111112
Ig	1-5_01	79	0.25925925925925924
Ig	1-5_01	80	0.2592592592592592
Ig	1-5_01	98	0.44444444444444453
Ig	1-5_01	101	0.047619047619047616
Ig	1-5_01	102	0.0740740740740741
Ig	1-5_01	103	0.012345679012345678
Ig	1-5_01	104	0.012345679012345678
Ig	1-5_01	111	0.047619047619047616
Ig	1-5_01	112	0.012345679012345678
Ig	1-5_01	113	0.012345679012345678
Ig	1-5_01	118	0.012345679012345678
Ig	1-5_01	125	0.012345679012345678
Ig	1-5_01	2	1.0
Ig	1-5_01	6	0.42857142857142855
Ig	1-5_01	7	0.42857142857142855
Ig	1-5_01	25	0.25
Ig	1-5_01	28	0.047619047619047616
Ig	1-5_01	29	0.16666666666666666
Ig	1-5_01	30	0.11111111111111112
Ig	1-5_01	31	0.11111111111111112
Ig	1-5_01	38	0.42857142857142855
Ig	1-5_01	39	0.11111111111111112
Ig	1-5_01	40	0.11111111111111112
Ig	1-5_01	45	0.11111111111111112
Ig	1-5_01	52	0.11111111111111112
Ig	1-5_01	4	0.42857142857142855
Ig	1-5_01	5	0.42857142857142855
Ig	1-5_01	23	0.25
Ig	1-5_01	26	0.047619047619047616
Ig	1-5_01	27	0.16666666666666666
Ig	1-5_01	28	0.11111111111111112
Ig	1-5_01	29	0.11111111111111112
Ig	1-5_01	36	0.42857142857142855
Ig	1-5_01	37	0.11111111111111112
Ig	1-5_01	38	0.11111111111111112
Ig	1-5_01	43	0.11111111111111112
Ig	1-5_01	50	0.11111111111111112
Ig	1-5_01	1	1.0
Ig	1-5_01	19	0.5833333333333333
Ig	1-5_01	22	0.1836734693877551
Ig	1-5_01	23	0.007936507936507938
Ig	1-5_01	24	0.25925925925925924
Ig	1-5_01	25	0.25925925925925924
Ig	1-5_01	32	0.1836734693877551
Ig	1-5_01	33	0.25925925925925924
Ig	1-5_01	34	0.25925925925925924
Ig	1-5_01	39	0.25925925925925924
Ig	1-5_01	46	0.25925925925925924
Ig	1-5_01	18	0.5833333333333333
Ig	1-5_01	21	0.1836734693877551
Ig	1-5_01	22	0.007936507936507938
Ig	1-5_01	23	0.25925925925925924
Ig	1-5_01	24	0.25925925925925924
Ig	1-5_01	31	0.18367346938775508
Ig	1-5_01	32	0.25925925925925924
Ig	1-5_01	33	0.25925925925925924
Ig	1-5_01	38	0.25925925925925924
Ig	1-5_01	45	0.25925925925925924
Ig	1-5_01	3	0.10714285714285716
Ig	1-5_01	4	0.16666666666666669
Ig	1-5_01	5	0.02777777777777778
Ig	1-5_01	6	0.027777777777777783
Ig	1-5_01	13	0.10714285714285714
Ig	1-5_01	14	0.02777777777777778
Ig	1-5_01	15	0.02777777777777778
Ig	1-5_01	20	0.02777777777777778
Ig	1-5_01	27	0.02777777777777778
Ig	1-5_01	1	0.6428571428571429
Ig	1-5_01	2	0.047619047619047616
Ig	1-5_01	3	0.047619047619047616
Ig	1-5_01	10	0.18367346938775508
Ig	1-5_01	11	0.047619047619047616
Ig	1-5_01	12	0.047619047619047616
Ig	1-5_01	17	0.047619047619047616
Ig	1-5_01	24	0.047619047619047616
Ig	1-5_01	1	0.16666666666666666
Ig	1-5_01	2	0.16666666666666666
Ig	1-5_01	9	0.2857142857142857
Ig	1-5_01	10	0.16666666666666666
Ig	1-5_01	11	0.16666666666666666
Ig	1-5_01	16	0.16666666666666666
Ig	1-5_01	23	0.16666666666666669
Ig	1-5_01	1	1.0
Ig	1-5_01	8	0.047619047619047616
Ig	1-5_01	9	1.0
Ig	1-5_01	10	1.0
Ig	1-5_01	15	1.0
Ig	1-5_01	22	1.0
Ig	1-5_01	7	0.047619047619047616
Ig	1-5_01	8	1.0
Ig	1-5_01	9	1.0
Ig	1-5_01	14	1.0
Ig	1-5_01	21	1.0
Ig	1-5_01	1	0.047619047619047616
Ig	1-5_01	2	0.04761904761904761
Ig	1-5_01	7	0.04761904761904761
Ig	1-5_01	14	0.047619047619047616
Ig	1-5_01	1	1.0
Ig	1-5_01	6	1.0
Ig	1-5_01	13	1.0
Ig	1-5_01	5	1.0
Ig	1-5_01	12	1.0
Ig	1-5_01	7	1.0
Ig	1-42_01	195	0.017094017094017092
Ig	1-42_01	196	0.017094017094017092
Ig	1-42_01	198	0.018461538461538463
Ig	1-42_01	199	0.11294117647058824
Ig	1-42_01	201	0.1023017902813299
Ig	1-42_01	202	0.07407407407407408
Ig	1-42_01	203	0.10714285714285714
Ig	1-42_01	204	0.06666666666666667
Ig	1-42_01	205	0.08695652173913043
Ig	1-42_01	207	0.2956521739130435
Ig	1-42_01	208	0.28571428571428575
Ig	1-42_01	233	0.2857142857142857
Ig	1-42_01	238	0.3076923076923077
Ig	1-42_01	239	0.3555555555555555
Ig	1-42_01	240	0.06593406593406594
Ig	1-42_01	245	0.0740740740740741
Ig	1-42_01	246	0.07407407407407408
Ig	1-42_01	248	0.3589743589743589
Ig	1-42_01	249	0.06593406593406594
Ig	1-42_01	250	0.06593406593406594
Ig	1-42_01	251	0.06593406593406594
Ig	1-42_01	259	0.06593406593406594
Ig	1-42_01	260	0.06593406593406594
Ig	1-42_01	264	0.07200000000000001
Ig	1-42_01	270	0.07200000000000001
Ig	1-42_01	272	0.038461538461538464
Ig	1-42_01	273	0.03846153846153846
Ig	1-42_01	1	1.0000000000000002
Ig	1-42_01	3	1.0
Ig	1-42_01	4	0.08144796380090498
Ig	1-42_01	43	0.05555555555555556
Ig	1-42_01	44	0.05192307692307691
Ig	1-42_01	45	0.25925925925925924
Ig	1-42_01	53	0.04761904761904761
Ig	1-42_01	54	0.2592592592592593
Ig	1-42_01	55	0.25925925925925924
Ig	1-42_01	56	0.2592592592592593
Ig	1-42_01	64	0.2592592592592593
Ig	1-42_01	65	0.2592592592592593
Ig	1-42_01	69	0.25641025641025644
Ig	1-42_01	75	0.25641025641025644
Ig	1-42_01	77	0.15123456790123455
Ig	1-42_01	78	0.15123456790123455
Ig	1-42_01	2	1.0
Ig	1-42_01	3	0.08144796380090498
Ig	1-42_01	42	0.05555555555555556
Ig	1-42_01	43	0.05192307692307691
Ig	1-42_01	44	0.25925925925925924
Ig	1-42_01	52	0.04761904761904761
Ig	1-42_01	53	0.2592592592592593
Ig	1-42_01	54	0.25925925925925924
Ig	1-42_01	55	0.2592592592592593
Ig	1-42_01	63	0.2592592592592593
Ig	1-42_01	64	0.2592592592592593
Ig	1-42_01	68	0.25641025641025644
Ig	1-42_01	74	0.25641025641025644
Ig	1-42_01	76	0.15123456790123455
Ig	1-42_01	77	0.15123456790123455
Ig	1-42_01	1	0.07764705882352942
Ig	1-42_01	40	0.05192307692307691
Ig	1-42_01	41	0.05192307692307691
Ig	1-42_01	42	0.25641025641025644
Ig	1-42_01	50	0.051923076923076905
Ig	1-42_01	51	0.25641025641025644
Ig	1-42_01	52	0.25641025641025644
Ig	1-42_01	53	0.25641025641025644
Ig	1-42_01	61	0.25641025641025644
Ig	1-42_01	62	0.25641025641025644
Ig	1-42_01	66	0.25641025641025644
Ig	1-42_01	72	0.25641025641025644
Ig	1-42_01	74	0.14864362690449648
Ig	1-42_01	75	0.14864362690449648
Ig	1-42_01	2	0.7291666666666667
Ig	1-42_01	3	0.0857142857142857
Ig	1-42_01	4	0.8399999999999999
Ig	1-42_01	5	0.17857142857142855
Ig	1-42_01	6	0.01339285714285714
Ig	1-42_01	8	0.32872023809523804
Ig	1-42_01	9	0.29469387755102044
Ig	1-42_01	34	0.29469387755102044
Ig	1-42_01	39	0.21364809081527353
Ig	1-42_01	40	0.3065015479876161
Ig	1-42_01	41	0.2689075630252101
Ig	1-42_01	46	1.0
Ig	1-42_01	47	1.0
Ig	1-42_01	49	0.3176470588235294
Ig	1-42_01	50	0.26890756302521013
Ig	1-42_01	51	0.26890756302521013
Ig	1-42_01	52	0.26890756302521013
Ig	1-42_01	60	0.2689075630252101
Ig	1-42_01	61	0.26890756302521013
Ig	1-42_01	65	0.2588235294117648
Ig	1-42_01	71	0.25882352941176473
Ig	1-42_01	73	0.14705882352941177
Ig	1-42_01	74	0.14705882352941177
Ig	1-42_01	1	0.10714285714285714
Ig	1-42_01	2	0.8437500000000001
Ig	1-42_01	3	0.20000000000000004
Ig	1-42_01	4	0.14411764705882354
Ig	1-42_01	6	0.18439446366782006
Ig	1-42_01	7	0.25
Ig	1-42_01	32	0.25
Ig	1-42_01	37	0.18439446366782006
Ig	1-42_01	38	0.2802768166089965
Ig	1-42_01	39	0.1680672268907563
Ig	1-42_01	44	1.0
Ig	1-42_01	45	1.0
Ig	1-42_01	47	0.2941176470588235
Ig	1-42_01	48	0.1680672268907563
Ig	1-42_01	49	0.1680672268907563
Ig	1-42_01	50	0.1680672268907563
Ig	1-42_01	58	0.1680672268907563
Ig	1-42_01	59	0.1680672268907563
Ig	1-42_01	63	0.15882352941176472
Ig	1-42_01	69	0.1588235294117647
Ig	1-42_01	71	0.10230179028132991
Ig	1-42_01	72	0.10230179028132991
Ig	1-42_01	1	0.21874999999999997
Ig	1-42_01	2	1.0
Ig	1-42_01	3	1.0
Ig	1-42_01	5	0.10714285714285714
Ig	1-42_01	6	0.10714285714285714
Ig	1-42_01	31	0.10714285714285714
Ig	1-42_01	36	0.10714285714285714
Ig	1-42_01	37	0.19999999999999998
Ig	1-42_01	38	0.81203007518797
Ig	1-42_01	43	1.0
Ig	1-42_01	44	1.0
Ig	1-42_01	46	0.21874999999999997
Ig	1-42_01	47	0.8120300751879701
Ig	1-42_01	48	0.8120300751879701
Ig	1-42_01	49	0.8120300751879701
Ig	1-42_01	57	0.81203007518797
Ig	1-42_01	58	0.8120300751879701
Ig	1-42_01	62	1.0
Ig	1-42_01	68	1.0
Ig	1-42_01	70	0.4897959183673469
Ig	1-42_01	71	0.4897959183673469
Ig	1-42_01	1	0.19999999999999998
Ig	1-42_01	2	0.21874999999999992
Ig	1-42_01	4	0.375
Ig	1-42_01	5	0.37499999999999994
Ig	1-42_01	30	0.37499999999999994
Ig	1-42_01	35	0.375
Ig	1-42_01	36	0.36000000000000004
Ig	1-42_01	37	0.17763157894736847
Ig	1-42_01	45	0.31640625000000006
Ig	1-42_01	46	0.17763157894736842
Ig	1-42_01	47	0.17763157894736842
Ig	1-42_01	48	0.17763157894736842
Ig	1-42_01	56	0.17763157894736842
Ig	1-42_01	57	0.17763157894736842
Ig	1-42_01	61	0.20000000000000004
Ig	1-42_01	67	0.20000000000000004
Ig	1-42_01	69	0.10714285714285715
Ig	1-42_01	70	0.10714285714285715
Ig	1-42_01	1	1.0
Ig	1-42_01	3	0.20000000000000004
Ig	1-42_01	4	0.19999999999999998
Ig	1-42_01	29	0.20000000000000004
Ig	1-42_01	34	0.20000000000000004
Ig	1-42_01	35	0.20000000000000004
Ig	1-42_01	36	1.0
Ig	1-42_01	44	0.19999999999999998
Ig	1-42_01	45	1.0
Ig	1-42_01	46	1.0
Ig	1-42_01	47	1.0
Ig	1-42_01	55	1.0
Ig	1-42_01	56	1.0
Ig	1-42_01	60	1.0
Ig	1-42_01	66	1.0
Ig	1-42_01	68	0.6
Ig	1-42_01	69	0.6
Ig	1-42_01	2	0.14411764705882352
Ig	1-42_01	3	0.10714285714285714
Ig	1-42_01	28	0.10714285714285714
Ig	1-42_01	33	0.14411764705882352
Ig	1-42_01	34	0.23529411764705885
Ig	1-42_01	35	0.5714285714285714
Ig	1-42_01	40	1.0
Ig	1-42_01	41	1.0
Ig	1-42_01	43	0.25
Ig	1-42_01	44	0.5714285714285714
Ig	1-42_01	45	0.5714285714285714
Ig	1-42_01	46	0.5714285714285714
Ig	1-42_01	54	0.5714285714285714
Ig	1-42_01	55	0.5714285714285714
Ig	1-42_01	59	0.6749999999999999
Ig	1-42_01	65	0.6749999999999999
Ig	1-42_01	67	0.34782608695652184
Ig	1-42_01	68	0.34782608695652184
Ig	1-42_01	1	1.0
Ig	1-42_01	26	1.0
Ig	1-42_01	31	0.9999999999999999
Ig	1-42_01	32	1.0
Ig	1-42_01	33	0.1680672268907563
Ig	1-42_01	41	0.85
Ig	1-42_01	42	0.1680672268907563
Ig	1-42_01	43	0.1680672268907563
Ig	1-42_01	44	0.1680672268907563
Ig	1-42_01	52	0.1680672268907563
Ig	1-42_01	53	0.16806722689075634
Ig	1-42_01	57	0.15882352941176472
Ig	1-42_01	63	0.15882352941176472
Ig	1-42_01	65	0.1023017902813299
Ig	1-42_01	66	0.10230179028132991
Ig	1-42_01	25	1.0
Ig	1-42_01	30	1.0
Ig	1-42_01	31	1.0
Ig	1-42_01	32	0.2105263157894737
Ig	1-42_01	40	0.84375
Ig	1-42_01	41	0.2105263157894737
Ig	1-42_01	42	0.2105263157894737
Ig	1-42_01	43	0.2105263157894737
Ig	1-42_01	51	0.2105263157894737
Ig	1-42_01	52	0.2105263157894737
Ig	1-42_01	56	0.19999999999999998
Ig	1-42_01	62	0.19999999999999998
Ig	1-42_01	64	0.126984126984127
Ig	1-42_01	65	0.126984126984127
Ig	1-42_01	5	1.0
Ig	1-42_01	6	1.0
Ig	1-42_01	7	0.2105263157894737
Ig	1-42_01	15	0.8437500000000001
Ig	1-42_01	16	0.2105263157894737
Ig	1-42_01	17	0.2105263157894737
Ig	1-42_01	18	0.2105263157894737
Ig	1-42_01	26	0.2105263157894737
Ig	1-42_01	27	0.21052631578947367
Ig	1-42_01	31	0.20000000000000004
Ig	1-42_01	37	0.19999999999999998
Ig	1-42_01	39	0.126984126984127
Ig	1-42_01	40	0.126984126984127
Ig	1-42_01	1	1.0000000000000002
Ig	1-42_01	2	0.2142857142857143
Ig	1-42_01	10	0.8571428571428572
Ig	1-42_01	11	0.2142857142857143
Ig	1-42_01	12	0.2142857142857143
Ig	1-42_01	13	0.2142857142857143
Ig	1-42_01	21	0.2142857142857143
Ig	1-42_01	22	0.2142857142857143
Ig	1-42_01	26	0.20249999999999999
Ig	1-42_01	32	0.20249999999999999
Ig	1-42_01	34	0.125
Ig	1-42_01	35	0.125
Ig	1-42_01	1	0.20249999999999999
Ig	1-42_01	9	1.0
Ig	1-42_01	10	0.20249999999999999
Ig	1-42_01	11	0.20249999999999999
Ig	1-42_01	12	0.20249999999999999
Ig	1-42_01	20	0.20249999999999999
Ig	1-42_01	21	0.20249999999999999
Ig	1-42_01	25	0.20249999999999999
Ig	1-42_01	31	0.20249999999999999
Ig	1-42_01	33	0.11739130434782608
Ig	1-42_01	34	0.11739130434782608
Ig	1-42_01	8	0.18367346938775508
Ig	1-42_01	9	1.0
Ig	1-42_01	10	0.9999999999999999
Ig	1-42_01	11	1.0
Ig	1-42_01	19	0.9999999999999999
Ig	1-42_01	20	1.0
Ig	1-42_01	24	1.0000000000000002
Ig	1-42_01	30	1.0000000000000002
Ig	1-42_01	32	0.5833333333333334
Ig	1-42_01	33	0.5833333333333334
Ig	1-42_01	1	1.0
Ig	1-42_01	3	1.0
Ig	1-42_01	2	1.0
Ig	1-42_01	1	0.1836734693877551
Ig	1-42_01	2	0.1836734693877551
Ig	1-42_01	3	0.1836734693877551
Ig	1-42_01	11	0.1836734693877551
Ig	1-42_01	12	0.1836734693877551
Ig	1-42_01	16	0.20249999999999999
Ig	1-42_01	22	0.20249999999999999
Ig	1-42_01	24	0.10714285714285715
Ig	1-42_01	25	0.10714285714285715
Ig	1-42_01	1	1.0
Ig	1-42_01	2	0.9999999999999999
Ig	1-42_01	10	1.0
Ig	1-42_01	11	0.9999999999999999
Ig	1-42_01	15	1.0000000000000002
Ig	1-42_01	21	1.0
Ig	1-42_01	23	0.5833333333333335
Ig	1-42_01	24	0.5833333333333334
Ig	1-42_01	1	1.0
Ig	1-42_01	9	0.9999999999999999
Ig	1-42_01	10	1.0
Ig	1-42_01	14	1.0
Ig	1-42_01	20	1.0000000000000002
Ig	1-42_01	22	0.5833333333333334
Ig	1-42_01	23	0.5833333333333334
Ig	1-42_01	8	1.0
Ig	1-42_01	9	0.9999999999999999
Ig	1-42_01	13	1.0000000000000002
Ig	1-42_01	19	1.0000000000000002
Ig	1-42_01	21	0.5833333333333334
Ig	1-42_01	22	0.5833333333333334
Ig	1-42_01	1	1.0
Ig	1-42_01	5	1.0000000000000002
Ig	1-42_01	11	1.0000000000000002
Ig	1-42_01	13	0.5833333333333334
Ig	1-42_01	14	0.5833333333333334
Ig	1-42_01	4	1.0000000000000002
Ig	1-42_01	10	1.0000000000000002
Ig	1-42_01	12	0.5833333333333334
Ig	1-42_01	13	0.5833333333333334
Ig	1-42_01	6	1.0
Ig	1-42_01	8	0.5797101449275363
Ig	1-42_01	9	0.5797101449275364
Ig	1-42_01	2	0.5797101449275363
Ig	1-42_01	3	0.5797101449275363
Ig	1-42_01	1	1.0
Ig	1-50_01	63	0.000244140625
Ig	1-50_01	79	0.018282585470085468
Ig	1-50_01	137	0.017857142857142853
Ig	1-50_01	159	0.019672131147540982
Ig	1-50_01	262	0.012503252667187091
Ig	1-50_01	265	0.03296703296703296
Ig	1-50_01	266	0.018712175151299387
Ig	1-50_01	267	0.006064690026954179
Ig	1-50_01	270	0.04844194267271192
Ig	1-50_01	271	0.047215594056552665
Ig	1-50_01	272	0.05070993914807302
Ig	1-50_01	273	0.04073931459376204
Ig	1-50_01	276	0.03097385384470551
Ig	1-50_01	278	0.03097385384470551
Ig	1-50_01	280	0.05088316354425861
Ig	1-50_01	281	0.03325123152709359
Ig	1-50_01	283	0.0018038293011440165
Ig	1-50_01	286	0.013611111111111109
Ig	1-50_01	287	0.00874646187146187
Ig	1-50_01	288	0.029254626688467917
Ig	1-50_01	289	0.011181469969950605
Ig	1-50_01	304	0.03455751798897299
Ig	1-50_01	311	0.013564102564102566
Ig	1-50_01	312	0.006315312046444122
Ig	1-50_01	313	0.034800061050061046
Ig	1-50_01	314	0.036627435064935064
Ig	1-50_01	321	0.004349112426035502
Ig	1-50_01	322	0.031829127662460995
Ig	1-50_01	323	0.034800061050061046
Ig	1-50_01	327	0.00322234156820623
Ig	1-50_01	330	0.016352694924123497
Ig	1-50_01	332	0.015625
Ig	1-50_01	334	6.944444444444449e-05
Ig	1-50_01	16	0.000244140625
Ig	1-50_01	74	0.00012840267077555197
Ig	1-50_01	96	0.06836158192090394
Ig	1-50_01	199	0.019037546271813855
Ig	1-50_01	202	0.030769230769230774
Ig	1-50_01	203	0.020319303338171262
Ig	1-50_01	204	0.03594771241830065
Ig	1-50_01	207	0.06760817307692306
Ig	1-50_01	208	0.06565656565656566
Ig	1-50_01	209	0.06990402105344634
Ig	1-50_01	210	0.05732698961937717
Ig	1-50_01	213	0.04355186754551163
Ig	1-50_01	215	0.04355186754551162
Ig	1-50_01	217	0.053990895579588895
Ig	1-50_01	218	0.04684788895315212
Ig	1-50_01	220	0.041558441558441565
Ig	1-50_01	223	0.016364699006428993
Ig	1-50_01	224	0.03333333333333333
Ig	1-50_01	225	0.18044814732391234
Ig	1-50_01	226	0.027444253859348205
Ig	1-50_01	241	0.01149425287356322
Ig	1-50_01	248	0.15361702127659577
Ig	1-50_01	249	0.04481132075471698
Ig	1-50_01	250	0.036627435064935064
Ig	1-50_01	251	0.028967800783103938
Ig	1-50_01	258	0.025
Ig	1-50_01	259	0.03356220392510715
Ig	1-50_01	260	0.036627435064935064
Ig	1-50_01	264	0.03781818181818182
Ig	1-50_01	267	0.1650390625
Ig	1-50_01	269	0.16362891196667792
Ig	1-50_01	271	0.018385521401896008
Ig	1-50_01	58	0.02819548872180451
Ig	1-50_01	80	0.011141975308641973
Ig	1-50_01	183	0.0010605793524883949
Ig	1-50_01	186	0.006267806267806268
Ig	1-50_01	187	0.0006097806805353981
Ig	1-50_01	188	0.008714596949891068
Ig	1-50_01	191	0.034851074851074845
Ig	1-50_01	192	0.03407863620281921
Ig	1-50_01	193	0.03803245436105477
Ig	1-50_01	194	0.027450980392156862
Ig	1-50_01	197	0.01947715020150829
Ig	1-50_01	199	0.01947715020150829
Ig	1-50_01	201	0.02672811059907835
Ig	1-50_01	202	0.02116402116402117
Ig	1-50_01	204	0.013855562426990998
Ig	1-50_01	207	0.01810344827586207
Ig	1-50_01	208	0.006734006734006733
Ig	1-50_01	209	0.10616260524461257
Ig	1-50_01	210	0.004244849870921912
Ig	1-50_01	225	1.8689842070834543e-05
Ig	1-50_01	232	0.06563802083333334
Ig	1-50_01	233	0.018751637840670868
Ig	1-50_01	234	0.015481701940035274
Ig	1-50_01	235	0.010146103896103896
Ig	1-50_01	242	0.004309116809116808
Ig	1-50_01	243	0.01296449468492479
Ig	1-50_01	244	0.015481701940035274
Ig	1-50_01	248	0.011093795093795093
Ig	1-50_01	251	0.07275722789115646
Ig	1-50_01	253	0.07142857142857142
Ig	1-50_01	255	0.020338983050847456
Ig	1-50_01	22	0.0015866109375068669
Ig	1-50_01	125	0.0011794714825017856
Ig	1-50_01	128	0.002871254884932696
Ig	1-50_01	129	0.0
Ig	1-50_01	130	0.013888888888888888
Ig	1-50_01	133	0.001818181818181817
Ig	1-50_01	134	0.0018962131837307174
Ig	1-50_01	135	0.003594185583432893
Ig	1-50_01	136	0.005789224952741016
Ig	1-50_01	139	7.944389275074422e-06
Ig	1-50_01	141	7.944389275074422e-06
Ig	1-50_01	143	0.0004754056795131825
Ig	1-50_01	144	0.0
Ig	1-50_01	146	0.0044347262714609665
Ig	1-50_01	149	0.02161234991423671
Ig	1-50_01	150	0.0018181818181818188
Ig	1-50_01	151	0.0
Ig	1-50_01	152	0.0035555555555555575
Ig	1-50_01	167	0.01697530864197531
Ig	1-50_01	174	0.00027210884353741474
Ig	1-50_01	175	0.006726923692209246
Ig	1-50_01	176	0.00841346153846154
Ig	1-50_01	177	0.007575757575757576
Ig	1-50_01	184	0.008035714285714287
Ig	1-50_01	185	0.01234567901234568
Ig	1-50_01	186	0.00841346153846154
Ig	1-50_01	190	0.012500929022668151
Ig	1-50_01	193	7.76397515527956e-06
Ig	1-50_01	195	5.050505050505071e-05
Ig	1-50_01	197	0.0014423076923076922
Ig	1-50_01	103	0.024078478002378122
Ig	1-50_01	106	0.038461538461538464
Ig	1-50_01	107	0.03061224489795919
Ig	1-50_01	108	0.045454545454545456
Ig	1-50_01	111	0.0046831637372803
Ig	1-50_01	112	0.004174397031539891
Ig	1-50_01	113	0.00963739963739964
Ig	1-50_01	114	0.008021390374331552
Ig	1-50_01	117	0.0033670033670033673
Ig	1-50_01	119	0.0033670033670033673
Ig	1-50_01	121	3.523421947395332e-05
Ig	1-50_01	122	0.003346926401846309
Ig	1-50_01	124	0.01815541031227306
Ig	1-50_01	127	0.0
Ig	1-50_01	128	0.0425531914893617
Ig	1-50_01	129	0.008475834982967981
Ig	1-50_01	130	0.03453689167974883
Ig	1-50_01	145	0.06237006237006237
Ig	1-50_01	152	0.00617283950617284
Ig	1-50_01	153	0.023282312925170072
